# rho (kg/m^3)      P (GPa)            u S=3160 J/kg/K 
3.23682453e+03 1.00000000e+00 1.18678276e+06 
3.40133906e+03 6.39644694e+00 1.28379721e+06 
3.62524347e+03 1.62375467e+01 1.42772304e+06 
4.06027269e+03 3.67222608e+01 2.19369827e+06 
4.46282260e+03 5.90631116e+01 3.26153505e+06 
4.54750541e+03 6.37752145e+01 3.48984659e+06 
5.09320606e+03 9.32287011e+01 5.22213670e+06 
5.70439078e+03 1.92422200e+02 8.11328909e+06 
6.12773477e+03 2.89868868e+02 1.11772757e+07 
6.38891768e+03 3.50031622e+02 1.30762534e+07 
7.15558780e+03 5.80915040e+02 2.07361215e+07 
8.01425833e+03 9.03553136e+02 3.16729031e+07 
8.57940996e+03 1.16064503e+03 4.03669532e+07 
8.97596933e+03 1.34112315e+03 4.64784174e+07 
1.00530857e+04 1.92253004e+03 6.57373202e+07 
1.12594559e+04 2.68371374e+03 9.00243095e+07 
1.20233928e+04 3.24108090e+03 1.06944955e+08 
1.26105906e+04 3.66965080e+03 1.19965096e+08 
1.41238615e+04 4.93632419e+03 1.56207611e+08 
1.58187249e+04 6.55323510e+03 1.99418598e+08 
1.67285541e+04 7.53752954e+03 2.23822816e+08 
1.77169719e+04 8.60717082e+03 2.50356005e+08 
1.98430085e+04 1.12058130e+04 3.09817370e+08 
2.22241695e+04 1.44826579e+04 3.78653697e+08 
2.30687740e+04 1.57876505e+04 4.03724660e+08 
2.48910699e+04 1.86040331e+04 4.57851316e+08 
2.78779983e+04 2.37754697e+04 5.48436739e+08 
3.12233581e+04 3.02515291e+04 6.51541156e+08 
3.15464322e+04 3.09495619e+04 6.61619702e+08 
3.49701610e+04 3.83486743e+04 7.68482193e+08 
3.91665804e+04 4.84561822e+04 9.00595825e+08 
4.29189434e+04 5.85153578e+04 1.01939856e+09 
4.38665700e+04 6.10563342e+04 1.04941642e+09 
4.91305584e+04 7.67457565e+04 1.21666521e+09 
5.50262254e+04 9.62575028e+04 1.40412152e+09 
5.80976683e+04 1.07531990e+05 1.50165541e+09 
6.16293725e+04 1.20498864e+05 1.61385478e+09 
6.90248972e+04 1.50585844e+05 1.84807384e+09 
7.73078848e+04 1.87890579e+05 2.10916160e+09 
